Основаня целевая функция;Вспомогательные функции;;;Результаты расчетов (тоже вспомогательные целевые функции);;;;;;Категорияальные переменные;;Переменные (прочерк значит, что переменные не участвуют при данном типе заканчивания или сетки);;;;;;;;;;;;;;;;;;;;;;;;
Дисконтированная прибыль;;;;Накпленная добыча жидкости;Накпленная добыча нефти;Накпленная добыча газа;Накпленная закачка воды;Обводненность на посл. Мес. Расчета;Пластовое давление на последний месяц расчета;Тип скважины (1 - ННС, 2 - ННС с ГРП, 3 - ГС, 4 - ГС с ГРП);Тип системы разработки/сетка (1 - 5-точка, 2 - 9-точка, 3 - 7-точка);Площадь на скважину;Забойное давление добывающих скв.;Забойное давление нагн. Скв.;Проницаемость;Эф. Толщина пласта;соотношение расстояний м-у скв. И рядами;Пористость;Начальная водонасыщенность;Коэф. Дейекстра (для ОФП);Давление начала выделения газа;Вязкость нефти;Объемный коэф.нефти;Плотность нефти;Вязкость воды;Объемный коэф. воды;Начальное пластовое давление;Полудлина ГРП доб.скв.;Полудлина ГРП нагн.скв.;Проницаемость ГРП;Ширина ГРП доб.скв.;Ширина ГРП нагн.скв.;Длина ГС доб;Длина ГС нагн;Кол-во ГРП на доб.скв.;Кол-во ГРП на нагн скв.
-450.559;0.03;-0.004;0;8.863;8.54;0.854;0;0;135;3;1;31;132;410;2.55;22;3.6;0.07;0.13;0.13;165;1.1;1.14;0.8;0.6;1.04;282;-;-;-;-;-;540;1510;-;-
-409.314;0.018;0.092;0;23.857;23.857;2.386;0;0;117;3;1;240;117;196;29.43;6;0.6;0.18;0.08;0.07;123;1.2;1.06;0.7;0.5;1.02;203;-;-;-;-;-;480;540;-;-
-232.265;0.021;0.474;0;78.797;58.585;5.858;0;0;133;3;1;359;126;436;46.58;26;4.2;0.19;0.2;0.47;179;1.2;1.02;0.8;0.5;1.04;262;-;-;-;-;-;380;900;-;-
-196.851;0.017;0.568;0;82.99;80.328;8.033;0;0;156;3;1;120;156;242;45.55;32;0.5;0.17;0.18;0.19;80;0.4;1.25;0.7;0.9;0.98;233;-;-;-;-;-;340;990;-;-
-378.147;0.038;0.111;0;21.945;21.945;2.195;0;0;106;3;1;170;86;343;44.96;10;4;0.2;0.09;0.27;176;1.2;1.25;0.7;1;1.02;289;-;-;-;-;-;310;550;-;-
295.112;0.218;1.68;0.397;532.343;532.343;53.234;562.359;0;149.16;3;1;145;116;217;5.33;20;1.4;0.19;0.07;0.11;70;0.2;1.04;0.8;0.4;0.99;156;-;-;-;-;-;460;470;-;-
-295.262;0.045;0.318;0;45.733;45.733;4.573;0;0;68;3;1;397;68;288;42.88;10;3.2;0.19;0.09;0.19;74;0.3;1.03;0.7;1;1.03;288;-;-;-;-;-;390;630;-;-
-90.916;0.026;0.804;0.056;141.564;137.514;13.751;0;0.029;115.242;3;1;278;103;247;8.96;26;0.4;0.15;0.15;0.03;162;1;1.09;0.8;0.9;1.05;238;-;-;-;-;-;490;820;-;-
-316.897;0.03;0.273;0;44.503;41.13;4.113;0;0;133;3;1;298;133;283;44.24;14;3.4;0.19;0.14;0.33;91;0.5;1.25;0.7;0.3;1.05;284;-;-;-;-;-;310;710;-;-
-166.123;0.049;0.633;0;71.763;71.763;7.176;0;0;103;3;1;315;103;474;10.82;14;2.8;0.17;0.09;0.32;85;1.2;1.08;0.9;0.3;0.99;343;-;-;-;-;-;490;1270;-;-
1684.41;0.463;4.903;1;4854.75;1033.73;103.373;4925.11;0.969;241.625;3;1;126;139;345;19.38;35;4.8;0.17;0.09;0.33;95;1.5;1.04;0.7;0.4;0.98;230;-;-;-;-;-;550;570;-;-
1101.919;0.048;3.44;1;372.083;366.014;36.601;0;0.017;116;3;1;333;115;256;27.83;37;0.6;0.15;0.11;0.14;130;0.6;1.11;0.9;0.3;1;349;-;-;-;-;-;320;510;-;-
-660.45;0.012;0.132;0;47.081;45.153;4.515;0;0.041;140.149;3;1;352;140;408;40.67;8;0.1;0.15;0.16;0.02;54;0.6;1.25;0.8;0.5;1.05;196;-;-;-;-;-;510;840;-;-
-123.141;0.021;0.726;0;97.544;97.544;9.754;0;0;172;3;1;407;172;240;37.11;36;4.7;0.2;0.07;0.08;138;0.5;1.24;0.7;0.4;1.05;272;-;-;-;-;-;500;960;-;-
52.785;0.036;1.114;1;131.63;131.63;13.163;0;0;176;3;1;205;176;407;35.64;30;2.6;0.19;0.07;0.24;80;0.9;1.24;0.8;0.3;0.98;350;-;-;-;-;-;540;1510;-;-
-469.909;0.024;-0.034;0;5.081;4.852;0.485;0;0;107;3;1;216;107;439;39.11;2;2.5;0.2;0.17;0.27;87;0.6;1.02;0.9;0.8;1;219;-;-;-;-;-;310;1630;-;-
-393.6;0.011;0.132;0;24.583;24.583;2.458;0;0;100;3;1;326;100;364;4.12;35;4.2;0.15;0.05;0.34;60;0.6;1.23;0.8;0.8;1.01;152;-;-;-;-;-;350;1600;-;-
159.011;0.047;1.373;1;168.294;150.362;15.036;0;0;102;3;1;407;101;315;23.27;41;4.9;0.15;0.14;0.32;117;0.9;1.02;0.8;0.3;1;349;-;-;-;-;-;330;400;-;-
-281.884;0.017;0.366;0;41.629;41.629;4.163;0;0;138;3;1;135;133;376;41.15;24;2.4;0.2;0.02;0.12;178;1;1.16;0.9;0.6;1.04;225;-;-;-;-;-;370;1170;-;-
-63.803;0.021;0.86;0;117.512;97.629;9.763;0;0.169;151;3;1;232;151;450;12.81;41;2.4;0.19;0.15;0.21;160;1.4;1.2;0.9;0.3;1;264;-;-;-;-;-;540;1280;-;-
-324.901;0.034;0.325;0;42.466;42.335;4.234;0;0.003;92;3;1;333;88;477;47.64;8;0.6;0.15;0.1;0.29;121;1;1.24;0.9;0.6;1.01;256;-;-;-;-;-;470;1910;-;-
-141.817;0.041;0.68;0;74.159;72.177;7.218;0;0;79;3;1;255;79;297;11.26;25;2.7;0.17;0.18;0.1;72;0.4;1.11;0.9;0.8;1;269;-;-;-;-;-;350;1160;-;-
-416.686;0.022;0.081;0;16.538;14.396;1.44;0;0;118;3;1;47;101;406;41.36;17;2.3;0.17;0.19;0.06;185;1.1;1.08;0.9;0.4;1;231;-;-;-;-;-;470;1720;-;-
42.207;0.035;1.09;0.309;131.987;131.987;13.199;0;0;155.002;3;1;358;155;212;16.08;19;1.6;0.18;0.03;0.08;160;1.5;1.15;0.9;0.6;1.02;328;-;-;-;-;-;670;1340;-;-
560.761;0.024;2.13;1;313.863;312.812;31.281;0;0.004;152.005;3;1;408;152;320;36.9;40;0.4;0.15;0.1;0.48;96;1;1.14;0.8;0.6;0.99;267;-;-;-;-;-;320;1530;-;-
1524.981;0.416;4.54;1;1023.578;1007.27;100.727;1125.48;0.756;265.904;3;1;410;107;438;10.02;21;3.9;0.2;0.07;0.34;58;0.2;1.13;0.9;0.8;1.04;241;-;-;-;-;-;320;490;-;-
5.313;0.028;1.012;0;116.704;116.704;11.67;0;0;154;3;1;107;154;385;20.24;49;2.2;0.16;0.04;0.33;76;1.4;1.1;0.8;1;0.98;292;-;-;-;-;-;370;770;-;-
-241.395;0.025;0.444;0;67.162;61.394;6.139;0;0;79;3;1;150;77;357;31.03;33;0.9;0.15;0.19;0.26;99;0.3;1.18;0.7;0.3;0.98;199;-;-;-;-;-;410;520;-;-
-228.058;0.007;0.528;0;82.771;82.771;8.277;0;0;166.009;3;1;422;166;214;37.42;34;0.5;0.15;0.05;0.12;63;1.5;1.07;0.8;0.5;1;200;-;-;-;-;-;350;990;-;-
-254.884;0.026;0.442;0;63.864;63.864;6.386;0;0;116;3;1;177;104;341;31.56;41;4.7;0.16;0.05;0.43;171;0.9;1.05;0.7;0.7;1.01;244;-;-;-;-;-;470;1790;-;-
-301.316;0.045;0.309;0;34.034;34.034;3.403;0;0;64;3;1;87;61;307;46.13;28;4.8;0.15;0.04;0.35;84;0.2;1.17;0.9;0.7;0.99;290;-;-;-;-;-;320;1190;-;-
4040.327;0.468;10.101;1;6319.37;1741.23;174.123;6390.96;0.957;320.938;3;1;429;171;473;49.89;21;3;0.18;0.11;0.05;85;1.4;1.01;0.9;0.4;0.99;264;-;-;-;-;-;480;540;-;-
-158.072;0.018;0.655;0;84.06;81.218;8.122;0;0.034;140;3;1;382;140;309;31.04;44;3.4;0.15;0.2;0.09;98;0.4;1.02;0.8;0.7;1.01;224;-;-;-;-;-;480;1430;-;-
-450.018;0.035;-0.041;0;4.121;4.121;0.412;0;0;109;3;1;149;109;248;47.29;2;3.9;0.16;0.03;0.07;73;1.5;1.14;0.8;0.6;0.99;284;-;-;-;-;-;390;740;-;-
459.254;0.029;2.002;1;212.358;210.637;21.064;0;0.008;132;3;1;150;132;430;20.17;37;0.4;0.15;0.12;0.1;65;0.4;1.03;0.9;0.6;1.02;271;-;-;-;-;-;450;840;-;-
-322.527;0.04;0.285;0;40.455;40.455;4.045;0;0;113;3;1;59;111;455;3.02;26;3.9;0.15;0.01;0.16;137;1.3;1.09;0.8;0.8;1.02;315;-;-;-;-;-;380;1740;-;-
-459.845;0.043;-0.037;0;5.672;5.161;0.516;0;0;114;3;1;360;97;310;39.32;2;4.5;0.15;0.19;0.28;181;0.9;1.18;0.8;0.9;0.98;323;-;-;-;-;-;380;1110;-;-
1618.821;0.38;4.638;1;1752.121;1663.82;166.382;1935.36;0.05;245.47;3;1;202;142;409;18.81;27;0.8;0.17;0.19;0.3;99;0.4;1.1;0.7;0.7;1.01;224;-;-;-;-;-;530;360;-;-
-391.693;0.013;0.136;0;33.211;32.836;3.284;0;0.011;171.649;3;1;278;171;363;4.56;15;1.3;0.17;0.11;0.12;89;1.2;1.23;0.8;0.8;1.02;234;-;-;-;-;-;320;880;-;-
-181.475;0.035;0.581;0;65.005;60.714;6.071;0;0;154;3;1;194;153;317;15.15;28;3.9;0.15;0.2;0.3;174;0.6;1.2;0.9;1;0.98;320;-;-;-;-;-;480;520;-;-
-290.303;0.024;0.344;0;40.498;40.498;4.05;0;0;76;3;1;312;76;207;28.15;14;1.7;0.17;0.04;0.23;57;0.6;1.02;0.9;0.4;1.05;194;-;-;-;-;-;420;870;-;-
-257.842;0.036;0.414;0;77.001;53.477;5.348;0;0.304;93;3;1;268;68;439;13.11;28;3.4;0.17;0.2;0.31;163;1.2;1.24;0.8;0.3;1.04;315;-;-;-;-;-;310;1120;-;-
-273.627;0.054;0.386;0;54.512;51.651;5.165;0;0.053;83;3;1;71;83;229;34.54;32;4.2;0.16;0.16;0.48;64;0.2;1.13;0.8;0.4;0.99;348;-;-;-;-;-;370;1550;-;-
-414.443;0.024;0.055;0;14.53;14.362;1.436;0;0;112;3;1;38;106;486;19.19;22;4.7;0.19;0.12;0.29;151;0.3;1.22;0.7;0.6;1.04;225;-;-;-;-;-;300;1340;-;-
-336.376;0.011;0.285;0;40.715;40.715;4.072;0;0;160;3;1;249;160;354;28.29;28;2.2;0.18;0.08;0.22;94;0.6;1.16;0.8;0.6;1;212;-;-;-;-;-;580;1790;-;-
-484.218;0.021;-0.091;0;1.691;1.505;0.151;0;0.11;57;3;1;222;56;416;6.08;2;4.2;0.16;0.2;0.17;69;1.1;1.23;0.8;0.8;0.98;158;-;-;-;-;-;360;1360;-;-
-259.002;0.015;0.417;0;53.961;53.961;5.396;0;0;147;3;1;334;147;356;27.14;32;3.1;0.16;0.05;0.43;119;1.5;1.18;0.8;0.9;1.01;221;-;-;-;-;-;380;880;-;-
-239.694;0.035;0.477;0;76.471;74.166;7.417;0;0.031;172.033;3;1;136;172;380;1.78;32;2.9;0.14;0.12;0.12;107;1;1.23;0.8;0.5;0.99;343;-;-;-;-;-;310;1800;-;-
-493.801;0.021;-0.05;0;4.917;4.917;0.492;0;0;84;3;1;130;79;241;27.23;2;0.4;0.15;0.09;0.44;115;1;1.19;0.9;0.8;1.01;184;-;-;-;-;-;340;1920;-;-
-379.542;0.022;0.135;0;25.344;24.404;2.44;0;0;166;3;1;75;166;499;17.88;26;4.1;0.16;0.2;0.02;94;0.6;1.21;0.7;1;1;266;-;-;-;-;-;710;740;-;-
-254.274;0.042;0.449;0;54.543;50.598;5.06;0;0;140;3;1;107;138;401;37.45;14;2;0.18;0.2;0.19;166;0.6;1.02;0.9;0.6;0.98;345;-;-;-;-;-;360;1940;-;-
-333.884;0.105;0.205;0;91.368;91.368;9.137;68.842;0;188.588;3;1;48;134;391;0.2;48;5;0.08;0.05;0.43;183;0.6;1.08;0.7;1;1.04;334;-;-;-;-;-;430;320;-;-
-326.036;0.025;0.298;0;41.423;41.423;4.142;0;0;148;3;1;327;145;417;42.07;14;5;0.19;0.05;0.36;179;1.3;1.04;0.8;0.6;1.03;272;-;-;-;-;-;610;1730;-;-
11.816;0.024;1.026;0.246;133.191;128.419;12.842;0;0.036;86;3;1;394;78;280;49;36;0.9;0.18;0.12;0.28;125;1.3;1.23;0.8;0.8;1.03;200;-;-;-;-;-;410;1100;-;-
-286.612;0.079;0.353;0.042;258.248;182.877;18.288;321.883;0.293;243.788;3;1;385;163;341;1.21;47;3.9;0.08;0.2;0.39;159;0.9;1.15;0.9;0.3;1;188;-;-;-;-;-;650;540;-;-
-347.765;0.026;0.221;0;27.966;27.966;2.797;0;0;175;3;1;402;175;323;40.3;10;4.4;0.16;0.09;0.39;69;0.7;1.23;0.9;1;0.99;299;-;-;-;-;-;470;860;-;-
1682.978;0.515;4.877;1;1883.348;773.328;77.333;1992.89;0.959;229.2;3;1;178;126;397;38.32;12;1.6;0.2;0.08;0.4;59;0.3;1.19;0.8;0.6;1.02;303;-;-;-;-;-;560;310;-;-
-363.686;0.034;0.154;0;21.923;21.923;2.192;0;0;143;3;1;74;143;499;2.68;30;2.7;0.06;0.05;0.24;61;0.7;1.21;0.9;0.8;1.04;312;-;-;-;-;-;320;710;-;-
203.323;0.129;1.464;0.343;489.473;489.473;48.947;471.624;0;262.946;3;1;416;163;450;1.82;40;4.4;0.13;0.07;0.19;177;0.9;1.14;0.8;0.6;1.05;339;-;-;-;-;-;640;350;-;-
315.118;0.044;1.69;1;225.671;219.125;21.912;0;0;118;3;1;289;103;424;45.47;37;1;0.16;0.17;0.45;182;0.2;1.15;0.7;0.8;0.99;327;-;-;-;-;-;480;1080;-;-
-259.303;0.008;0.446;0;51.11;51.11;5.111;0;0;162;3;1;179;160;282;20.49;45;1.7;0.18;0.07;0.21;186;0.2;1.05;0.9;0.9;1;200;-;-;-;-;-;560;1740;-;-
41.182;0.036;1.089;0.4;183.441;158.039;15.804;0;0.139;156;3;1;231;156;313;10.12;44;3.3;0.19;0.2;0.41;79;1;1.15;0.7;0.9;1;342;-;-;-;-;-;620;1700;-;-
413.509;0.03;1.865;1;277.348;277.348;27.735;0;0;134;3;1;298;134;493;44.85;37;0.6;0.15;0.01;0.2;137;1.4;1.07;0.7;0.9;1.01;288;-;-;-;-;-;570;1380;-;-
-195.847;0.014;0.563;0;64.154;61.896;6.19;0;0;163;3;1;267;163;434;40.38;36;2.8;0.17;0.11;0.18;68;1.5;1.06;0.9;0.3;1.05;230;-;-;-;-;-;450;1000;-;-
3981.694;0.455;9.996;1;5029.92;2191.52;219.152;5653.66;0.956;269.512;3;1;231;147;433;26.52;35;1.6;0.19;0.1;0.26;75;0.4;1.24;0.7;0.4;1;199;-;-;-;-;-;620;440;-;-
-421.319;0.004;0.062;0;16.093;16.093;1.609;0;0;156;3;1;424;156;434;27.14;31;3;0.16;0.09;0.05;138;0.8;1.15;0.8;0.7;1.01;175;-;-;-;-;-;620;710;-;-
-419.767;0.051;0.068;0;20.351;19.731;1.973;0;0.031;78;3;1;317;47;234;33.38;5;1.6;0.16;0.11;0.22;149;1.4;1.19;0.7;0.5;0.98;330;-;-;-;-;-;330;1410;-;-
-439.568;0.041;0.009;0;7.559;7.559;0.756;0;0;134;3;1;299;134;212;24.71;2;3.4;0.15;0.04;0.04;100;0.2;1.17;0.9;0.3;1.02;337;-;-;-;-;-;420;940;-;-
-166.97;0.033;0.612;0;71.884;63.934;6.393;0;0;174;3;1;200;174;246;24.42;21;4.4;0.18;0.2;0.08;86;1.5;1.02;0.9;0.7;1.03;341;-;-;-;-;-;360;490;-;-
-325.952;0.012;0.26;0;43.717;41.252;4.125;0;0;141;3;1;100;141;481;19.5;49;2;0.16;0.12;0.33;116;1;1.11;0.7;0.4;1;198;-;-;-;-;-;360;1000;-;-
-464.438;0.031;-0.014;0;10.814;9.428;0.943;0;0.128;169;3;1;397;169;274;11.52;2;3.3;0.18;0.17;0.28;101;1.2;1.03;0.8;0.5;1.03;334;-;-;-;-;-;580;1170;-;-
-42.843;0.022;0.907;0;176.049;104.354;10.435;0;0.405;147;3;1;286;147;371;21.4;32;1.5;0.19;0.18;0.48;100;1.5;1.22;0.9;0.3;1.02;302;-;-;-;-;-;430;1290;-;-
-439.516;0.003;0.111;0;24.251;24.251;2.425;0;0;153.007;3;1;258;153;283;39.45;22;0.3;0.2;0.07;0.07;106;1.3;1.22;0.9;0.5;1;167;-;-;-;-;-;310;1640;-;-
-316.517;0.03;0.314;0;42.445;42.221;4.222;0;0;155;3;1;113;155;401;45.98;15;2.2;0.18;0.1;0.48;128;0.9;1.09;0.8;0.4;0.99;299;-;-;-;-;-;590;1660;-;-
-337.863;0.011;0.292;0;39.459;38.821;3.882;0;0.016;163;3;1;384;163;432;12.87;15;0.9;0.17;0.17;0.17;76;0.3;1.12;0.9;1;0.99;214;-;-;-;-;-;620;1190;-;-
-255.468;0.017;0.421;0;49.013;47.652;4.765;0;0.028;108;3;1;354;106;206;36.13;30;4.2;0.18;0.13;0.14;128;0.9;1.03;0.9;0.6;1.04;189;-;-;-;-;-;440;910;-;-
-194.587;0.02;0.575;0;71.769;71.769;7.177;0;0;147;3;1;135;147;239;44.96;27;0.8;0.16;0.09;0.04;118;0.9;1.21;0.8;0.6;1;244;-;-;-;-;-;340;1310;-;-
208.533;0.036;1.442;1;169.605;169.605;16.96;0;0;154;3;1;413;154;355;46.1;16;0.7;0.17;0;0.25;111;1.4;1.24;0.9;1;1.01;338;-;-;-;-;-;410;940;-;-
-448.194;0.013;0.009;0;11.738;11.738;1.174;0;0;161;3;1;204;161;427;5.95;9;4.2;0.18;0.04;0.27;70;0.3;1.09;0.7;0.5;1.01;226;-;-;-;-;-;680;1160;-;-
-459.204;0.008;0.026;0;17.593;17.593;1.759;0;0;148.409;3;1;152;144;300;1.97;14;0.4;0.11;0.01;0.06;175;0.8;1.15;0.9;1;1.01;190;-;-;-;-;-;580;1200;-;-
-222.785;0.033;0.496;0;53.543;53.543;5.354;0;0;175;3;1;85;175;259;24.49;20;2.1;0.15;0.07;0.18;73;1.1;1.05;0.9;0.4;1.05;335;-;-;-;-;-;430;970;-;-
-486.219;0.014;-0.012;0;9.761;9.761;0.976;0;0;112.013;3;1;322;112;267;40.52;2;0.4;0.2;0.01;0.38;94;1.3;1.1;0.9;1;1.02;181;-;-;-;-;-;490;1350;-;-
-358.218;0.016;0.195;0;33.607;33.607;3.361;0;0;105;3;1;382;103;422;48.92;16;3.2;0.2;0.02;0.38;126;1;1.07;0.7;0.8;0.99;184;-;-;-;-;-;350;1060;-;-
1549.905;0.303;4.555;1;1202.973;1182.24;118.224;1470.45;0.017;250.002;3;1;387;114;455;10.92;31;2.6;0.2;0.12;0.48;173;0.4;1.21;0.9;1;1.01;226;-;-;-;-;-;380;510;-;-
-480.469;0.007;-0.09;0;1.658;1.658;0.166;0;0;168;3;1;96;168;264;0.22;12;2.9;0.05;0.08;0.12;130;0.2;1.25;0.8;0.7;1.01;201;-;-;-;-;-;520;910;-;-
-375.472;0.017;0.125;0;26.984;26.071;2.607;0;0.034;84;3;1;58;84;430;49.56;45;3.3;0.18;0.15;0.06;77;1.2;1.14;0.7;1;1.05;167;-;-;-;-;-;300;850;-;-
-366.403;0.011;0.18;0;30.948;25.255;2.526;0;0;146;3;1;241;146;328;12.61;25;3.3;0.19;0.17;0.45;103;0.6;1.19;0.9;0.3;1.04;204;-;-;-;-;-;350;1170;-;-
-237.094;0.02;0.467;0;63.772;63.772;6.377;0;0;104;3;1;149;104;355;46.86;43;3.6;0.19;0.01;0.32;82;0.2;1.1;0.7;0.6;1.01;205;-;-;-;-;-;470;1230;-;-
2966.112;0.524;7.933;1;3367.08;1796.43;179.643;3464.1;0.884;213.546;3;1;308;132;324;22.06;33;3.9;0.19;0.15;0.32;56;0.3;1.08;0.7;0.4;1.02;239;-;-;-;-;-;370;320;-;-
-168.125;0.024;0.613;0;76.827;75.4;7.54;0;0.019;79;3;1;119;67;433;30.46;22;0.4;0.18;0.11;0.41;124;1.1;1.01;0.8;0.9;1.03;195;-;-;-;-;-;360;430;-;-
142.333;0.021;1.309;1;163.203;163.203;16.32;0;0;164;3;1;391;164;330;34.39;28;1.1;0.2;0.03;0.07;115;0.9;1.18;0.8;1;0.99;267;-;-;-;-;-;400;820;-;-
-438.415;0.022;-0.006;0;7.762;7.64;0.764;0;0;134;3;1;296;133;449;37.72;4;4.6;0.17;0.13;0.19;152;0.7;1.07;0.8;1;1.04;238;-;-;-;-;-;370;740;-;-
-231.111;0.037;0.472;0;73.738;65.357;6.536;0;0;156;3;1;157;154;468;30.9;17;2.1;0.2;0.16;0.5;182;0.5;1.25;0.7;0.5;0.98;346;-;-;-;-;-;380;700;-;-
-385.489;0.03;0.164;0;35.772;35.772;3.577;0;0;167.032;3;1;85;166;206;0.22;11;1.3;0.15;0.02;0.05;135;0.2;1.02;0.8;0.7;0.98;318;-;-;-;-;-;650;1480;-;-
-149.569;0.021;0.667;0;72.872;72.872;7.287;0;0;86;3;1;424;86;448;14.91;35;4.1;0.19;0.08;0.44;81;0.7;1.09;0.9;0.3;0.98;189;-;-;-;-;-;370;1370;-;-
-343.168;0.012;0.235;0;37.032;33.655;3.365;0;0;152;3;1;414;152;309;43.26;28;4.2;0.15;0.14;0.22;67;1.2;1.12;0.8;0.4;1.02;214;-;-;-;-;-;610;860;-;-
-52.313;0.03;0.879;0;112.965;112.965;11.296;0;0;128;3;1;192;128;225;37.65;43;3;0.16;0.07;0.19;53;1.2;1.03;0.7;0.7;0.99;272;-;-;-;-;-;390;500;-;-
996.141;0.029;3.031;1;507.549;496.253;49.625;0;0.023;132.258;3;1;204;132;361;28.55;48;0.3;0.2;0.11;0.2;111;1.4;1.02;0.8;0.5;1.02;273;-;-;-;-;-;340;1900;-;-
-327.967;0.019;0.256;0;40.161;40.161;4.016;0;0;173;3;1;201;173;202;32.21;26;4.4;0.17;0.05;0.02;156;1.2;1.24;0.7;0.4;0.98;264;-;-;-;-;-;390;930;-;-
-142.856;0.041;0.672;0;72.636;69.407;6.941;0;0;82;3;1;109;78;410;9.14;29;2;0.17;0.15;0.28;110;0.3;1.06;0.9;0.3;1.04;282;-;-;-;-;-;380;930;-;-
-278.381;0.019;0.4;0;59.043;52.829;5.283;0;0;170;3;1;294;170;210;49.62;24;4.7;0.2;0.17;0.21;168;1.5;1.08;0.8;0.7;1.03;268;-;-;-;-;-;610;1660;-;-
49.97;0.028;1.107;0.888;120.542;120.542;12.054;0;0;145;3;1;323;145;294;30.17;29;1.6;0.15;0.01;0.26;128;0.8;1.19;0.9;1;1.01;286;-;-;-;-;-;340;1730;-;-
-435.82;0.005;0.03;0;12.537;11.682;1.168;0;0;172;3;1;398;172;352;47.87;20;4.2;0.16;0.15;0.27;111;0.8;1.07;0.8;0.5;1.01;197;-;-;-;-;-;700;740;-;-
-110.493;0.023;0.748;0;77.778;77.778;7.778;0;0;122;3;1;242;121;328;48.2;45;4.9;0.16;0.02;0.26;139;1;1.1;0.9;0.4;1;239;-;-;-;-;-;340;970;-;-
28.658;0.051;1.063;0;121.185;113.594;11.359;0;0;89;3;1;392;71;445;37.35;24;2.5;0.18;0.12;0.33;148;1.3;1.19;0.9;0.5;1.02;346;-;-;-;-;-;310;1710;-;-
155.688;0.037;1.339;1;153.556;152.165;15.216;0;0;143;3;1;265;143;405;48.42;43;4.4;0.18;0.14;0.34;147;0.2;1.06;0.8;1;1.02;319;-;-;-;-;-;430;1730;-;-
683.617;0.041;2.517;1;335.074;335.074;33.507;0;0;144;3;1;341;143;297;38.42;47;2.3;0.19;0.06;0.09;157;1.3;1.05;0.7;0.4;0.98;346;-;-;-;-;-;400;1030;-;-
-354.848;0.011;0.223;0;50.59;39.684;3.968;0;0.215;131;3;1;230;131;454;10.89;37;2.7;0.18;0.2;0.03;97;1.4;1.09;0.7;0.3;0.98;194;-;-;-;-;-;590;1360;-;-
-485.322;0.001;-0.083;0;2.417;2.417;0.242;0;0;154;3;1;277;154;254;4.16;32;4.7;0.15;0;0.3;125;1.2;1.04;0.8;0.8;1.02;158;-;-;-;-;-;580;1050;-;-
-470.105;0.029;-0.048;0;5.173;4.486;0.449;0;0;93;3;1;263;66;239;38.03;2;1.4;0.15;0.2;0.37;166;0.7;1.13;0.9;0.6;0.98;241;-;-;-;-;-;330;1270;-;-
-423.696;0.004;0.055;0;16.632;16.632;1.663;0;0;153;3;1;299;153;215;8.51;33;3.6;0.2;0.07;0.13;92;1.2;1.07;0.8;0.7;1.05;171;-;-;-;-;-;530;990;-;-
-222.302;0.046;0.51;0;57.472;57.472;5.747;0;0;71;3;1;372;67;268;34.12;13;2.6;0.15;0;0.15;96;1.4;1.01;0.9;0.8;0.99;309;-;-;-;-;-;400;1510;-;-
-216.676;0.035;0.502;0;54.612;54.612;5.461;0;0;133;3;1;98;125;291;21.66;21;2;0.17;0.04;0.43;183;0.6;1.19;0.9;0.9;1.05;309;-;-;-;-;-;530;640;-;-
-419.754;0.007;0.04;0;16.83;14.783;1.478;0;0;149;3;1;80;149;456;20.29;31;3.5;0.2;0.15;0.39;158;1.3;1.09;0.7;0.6;1.02;187;-;-;-;-;-;510;870;-;-
-21.532;0.04;0.953;0;142.956;132.249;13.225;0;0.075;110;3;1;425;94;269;42.56;21;1;0.16;0.17;0.39;174;0.8;1.11;0.7;0.9;1.03;306;-;-;-;-;-;420;840;-;-
-468.509;0.042;-0.008;0;14.763;14.763;1.476;0;0;91.611;3;1;325;90;372;0.82;11;2.5;0.05;0.07;0.15;85;1.2;1.05;0.7;1;1.01;300;-;-;-;-;-;390;1950;-;-
-418.203;0.026;0.072;0;14.643;14.643;1.464;0;0;130;3;1;137;130;315;12.28;10;3.7;0.15;0.08;0.07;63;0.8;1.19;0.9;0.3;1.05;258;-;-;-;-;-;590;1320;-;-
-321.694;0.026;0.345;0;63.489;60.861;6.086;0;0.041;165;3;1;262;165;212;27.47;8;0.3;0.15;0.17;0.19;174;0.6;1.16;0.7;0.8;1.03;289;-;-;-;-;-;540;1130;-;-
-55.044;0.035;0.881;0;92.775;92.259;9.226;0;0;144;3;1;104;144;306;42.62;37;3.3;0.17;0.1;0.39;136;1;1.03;0.9;0.3;1.01;315;-;-;-;-;-;510;1880;-;-
3433.053;0.456;8.798;1;3410.16;2256.74;225.674;3516;0.926;233.795;3;1;355;147;355;39.93;34;2.9;0.19;0.12;0.14;135;0.6;1.05;0.7;0.8;1.04;167;-;-;-;-;-;620;410;-;-
-52.05;0.034;0.887;0;112.696;104.602;10.46;0;0;132;3;1;370;132;315;35.61;30;2.7;0.15;0.17;0.45;112;0.2;1.13;0.8;0.3;0.98;299;-;-;-;-;-;530;1480;-;-
-333.659;0.008;0.241;0;32.472;32.272;3.227;0;0;173;3;1;177;173;450;39.97;49;4.5;0.18;0.11;0.19;56;0.5;1.21;0.8;0.7;1.04;213;-;-;-;-;-;510;810;-;-
-150.671;0.05;0.665;0;99.472;91.424;9.142;0;0;91;3;1;162;91;477;32.71;38;3;0.16;0.2;0.03;69;1.3;1.24;0.7;1;1;333;-;-;-;-;-;470;1420;-;-
